event_id,event_title,event_date,article_count,unique_outlet_count,outlets_covering,representative_headline,event_summary,cluster_confidence,is_low_quality_event
EVT_01906,'Puncture banane wale' outnumbered students at Jantar Mantar: BJP leader Ramesh Bidhuri,2026-08-03,1,1,['hindustan_times'],'Puncture banane wale' outnumbered students at Jantar Mantar: BJP leader Ramesh Bidhuri,"'Puncture banane wale' outnumbered students at Jantar Mantar: BJP leader Ramesh Bidhuri
Bidhuri's remarks come in the backdrop of Modi's appeal to ""forgive"" young protesters who used abusive language against him and his late mother.
Senior BJP leader Ramesh Bidhuri on Sunday alleged that ""puncture b...",1.0,False
EVT_01909,A seat for JSP's 'school bag': Why Prashant Kishor's Bankipur win is a warning for both BJP and RJD,2026-08-03,1,1,['the_times_of_india'],A seat for JSP's 'school bag': Why Prashant Kishor's Bankipur win is a warning for both BJP and RJD,"A seat for JSP's 'school bag': Why Prashant Kishor's Bankipur win is a warning for both BJP and RJD
Kunal Varma / TIMESOFINDIA.COM / Updated: Aug 04, 2026, 07:54 IST
Comments
Share
AA
Text Size
Small
Medium
Large
Prashant Kishor celebrates after winning the Bankipur Assembly bypoll (Image credit: PT...",1.0,False
EVT_01910,"The Supreme Court on Monday (August 3, 2026) decided to examine a petition filed by the Tamil Nadu government headed by Chief Minister C. Joseph Vijay challenging orders passed by the Madras High Court on lighting a lamp at a stone pillar near a darg...",2026-08-03,1,1,['the_hindu'],"The Supreme Court on Monday (August 3, 2026) decided to examine a petition filed by the Tamil Nadu government headed by Chief Minister C. Joseph Vijay challenging orders passed by the Madras High Court on lighting a lamp at a stone pillar near a darg...","The Supreme Court on Monday (August 3, 2026) decided to examine a petition filed by the Tamil Nadu government headed by Chief Minister C. Joseph Vijay challenging orders passed by the Madras High Court on lighting a lamp at a stone pillar near a dargah on the Thirupparankundram hill.
A Bench headed ...",1.0,False
EVT_01913,Leaders of Lok Satta and representatives of several organisations on Monday opposed the reported proposal to establish the Railway Recruitment Board (RRB) in Amaravati.,2026-08-03,1,1,['the_hindu'],Leaders of Lok Satta and representatives of several organisations on Monday opposed the reported proposal to establish the Railway Recruitment Board (RRB) in Amaravati.,"Leaders of Lok Satta and representatives of several organisations on Monday opposed the reported proposal to establish the Railway Recruitment Board (RRB) in Amaravati.
Speaking at a round-table meeting in Visakhapatnam, A.P. Lok Satta president Bhishetti Babji alleged that Chief Minister N. Chandra...",1.0,False
EVT_01915,"HistoriCity: A 2,000 year old revolt in India",2026-08-03,1,1,['hindustan_times'],"HistoriCity: A 2,000 year old revolt in India","HistoriCity: A 2,000 year old revolt in India
Emperor Ashoka Maurya founded the first recorded Indian empire which stretched from Cuttack to Taxila and from Kashmir to deep Karnataka
More than 2,000 years ago the king of the Magadha dispatched one of his less favoured sons to quell a people’s revolt...",1.0,False
EVT_01917,"Don't use 'lost chastity', 'outraged modesty' in rape cases: Supreme Court guidelines",2026-08-03,1,1,['india_today'],"Don't use 'lost chastity', 'outraged modesty' in rape cases: Supreme Court guidelines","Don't use 'lost chastity', 'outraged modesty' in rape cases: Supreme Court guidelines
The Supreme Court has asked judges to avoid gender-stereotypical and victim-blaming language in rape and sexual assault judgments. The guidelines seek to centre consent, dignity and survivor protection throughout t...",1.0,False
EVT_01918,No more protests at Jantar Mantar? Supreme Court to hear plea against suitability of Delhi site,2026-08-03,1,1,['hindustan_times'],No more protests at Jantar Mantar? Supreme Court to hear plea against suitability of Delhi site,"No more protests at Jantar Mantar? Supreme Court to hear plea against suitability of Delhi site
The apex court asked Solicitor General Tushar Mehta to take instructions on the PIL and reply to the plea seeking alternative arrangements for agitations.
The Supreme Court on Monday agreed to hear a publ...",1.0,False
EVT_01919,India closes in on its first homegrown fighter jet engine,2026-08-03,1,1,['hindustan_times'],India closes in on its first homegrown fighter jet engine,"India closes in on its first homegrown fighter jet engine
PM urged India’s defence ecosystem to deliver an indigenous fighter jet powered by an Indian engine in 2025. The system has now moved to specific timelines.
India’s fighter jet engine quest has quietly entered a decisive phase. As Executive E...",1.0,False
EVT_01920,Terms of Trade: Is PK’s parabolic victory hyperbolic in Bihar’s larger politics?,2026-08-03,1,1,['hindustan_times'],Terms of Trade: Is PK’s parabolic victory hyperbolic in Bihar’s larger politics?,"Terms of Trade: Is PK’s parabolic victory hyperbolic in Bihar’s larger politics?
Prashant Kishor has gained voters from both the BJP and the RJD, given the BJP’s and RJD’s vote shares of 62.6% and 29.5%, respectively.
By-polls are hardly significant in empirically analysing larger electoral politics...",1.0,False
EVT_01921,"President Murmu to begin 3-day Odisha tour from Monday afternoon, attend events in Cuttack, Ganjam",2026-08-03,1,1,['hindustan_times'],"President Murmu to begin 3-day Odisha tour from Monday afternoon, attend events in Cuttack, Ganjam","President Murmu to begin 3-day Odisha tour from Monday afternoon, attend events in Cuttack, Ganjam
Bhubaneswar, President Droupadi Murmu is scheduled to arrive here on Monday afternoon on a three-day visit to Odisha during which she will attend programmes in Cuttack and Ganjam districts, officials s...",1.0,False
EVT_01922,"Kerala Health Min accuses Oppn of politicising disaster, rejects charges over relief measures",2026-08-03,1,1,['hindustan_times'],"Kerala Health Min accuses Oppn of politicising disaster, rejects charges over relief measures","Kerala Health Min accuses Oppn of politicising disaster, rejects charges over relief measures
Thiruvananthapuram, Kerala Health Minister K Muraleedharan on Monday accused the Opposition of trying to derive political mileage from the ongoing flood situation by raising allegations against the governme...",1.0,False
EVT_01924,Defence minister Rajnath Singh addresses the AFHQ Civilian Services Day celebrations at DRDO Bhawan in New Delhi on Monday,2026-08-03,1,1,['the_times_of_india'],Defence minister Rajnath Singh addresses the AFHQ Civilian Services Day celebrations at DRDO Bhawan in New Delhi on Monday,"Defence minister Rajnath Singh addresses the AFHQ Civilian Services Day celebrations at DRDO Bhawan in New Delhi on Monday
NEW DELHI: Defence minister Rajnath Singh on Monday underlined the need to deepen integration between the military and civil components of the defence ministry to foster greater...",1.0,False
EVT_01925,TRAI MyCall app gives telecom service providers information on areas where network performance needs improvement,2026-08-03,1,1,['the_times_of_india'],TRAI MyCall app gives telecom service providers information on areas where network performance needs improvement,"TRAI MyCall app gives telecom service providers information on areas where network performance needs improvement
NEW DELHI: The Telecom Regulatory Authority of India has revamped the ""TRAI MyCall', a mobile application that enables telecom consumers to directly assess and report the voice-calling ex...",1.0,False
EVT_01926,"Dravida Munnetra Kazhagam (DMK) MPs on Monday (August 3, 2026) staged a walk-out from both Houses of Parliament protesting against Tamil Nadu being denied its share of Cauvery water. They also held a protest outside the Parliament on the issue.",2026-08-03,1,1,['the_hindu'],"Dravida Munnetra Kazhagam (DMK) MPs on Monday (August 3, 2026) staged a walk-out from both Houses of Parliament protesting against Tamil Nadu being denied its share of Cauvery water. They also held a protest outside the Parliament on the issue.","Dravida Munnetra Kazhagam (DMK) MPs on Monday (August 3, 2026) staged a walk-out from both Houses of Parliament protesting against Tamil Nadu being denied its share of Cauvery water. They also held a protest outside the Parliament on the issue.
Parliament Monsoon Session: Follow LIVE updates on Augu...",1.0,False
EVT_01927,'Pralhad Joshi was seen garlanding Bilkis Bano's rapists': Abhijeet Dipke on education mininster's appointment,2026-08-03,1,1,['hindustan_times'],'Pralhad Joshi was seen garlanding Bilkis Bano's rapists': Abhijeet Dipke on education mininster's appointment,"'Pralhad Joshi was seen garlanding Bilkis Bano's rapists': Abhijeet Dipke on education mininster's appointment
Abhijeet Dipke warned the Centre of another sit-in if the demands of the CJP are not met.
Cockroach Janta Party founder Abhijeet Dipke said on Monday that even though their demand of the re...",1.0,False
EVT_01928,"Pakistan's military spokesperson, Lieutenant General Ahmed Sharif Chaudhry, has sparked controversy after saying in a video that Muslims should not befriend ""kaafirs"" (non-believers), warning that those who do would no longer be considered among the ...",2026-08-03,1,1,['the_times_of_india'],"Pakistan's military spokesperson, Lieutenant General Ahmed Sharif Chaudhry, has sparked controversy after saying in a video that Muslims should not befriend ""kaafirs"" (non-believers), warning that those who do would no longer be considered among the ...","Pakistan's military spokesperson, Lieutenant General Ahmed Sharif Chaudhry, has sparked controversy after saying in a video that Muslims should not befriend ""kaafirs"" (non-believers), warning that those who do would no longer be considered among the faithful.
""Do not befriend kaafirs (non-believers)...",1.0,False
EVT_01929,Bengal STF arrests college student over links with Jaish operative Hamim Mondal,2026-08-03,1,1,['hindustan_times'],Bengal STF arrests college student over links with Jaish operative Hamim Mondal,"Bengal STF arrests college student over links with Jaish operative Hamim Mondal
Preliminary investigations suggested that Singh had shared information about Rai’s movements and pictures of Rai and his son
West Bengal police’s Special Task Force (STF) on Monday arrested a college student for his alle...",1.0,False
EVT_01931,"At the end of Round One of counselling for the Tamil Nadu Engineering Admissions (TNEA) 2026, computer science and engineering (CSE) and allied subjects continue to be the most preferred choice of students, followed by electronics and communications ...",2026-08-03,1,1,['the_hindu'],"At the end of Round One of counselling for the Tamil Nadu Engineering Admissions (TNEA) 2026, computer science and engineering (CSE) and allied subjects continue to be the most preferred choice of students, followed by electronics and communications ...","At the end of Round One of counselling for the Tamil Nadu Engineering Admissions (TNEA) 2026, computer science and engineering (CSE) and allied subjects continue to be the most preferred choice of students, followed by electronics and communications engineering (ECE).
Electrical and electronics engi...",1.0,False
EVT_01932,"Every dowry harassment complaint serious, advising compromise may prove costly: Allahabad HC",2026-08-03,1,1,['hindustan_times'],"Every dowry harassment complaint serious, advising compromise may prove costly: Allahabad HC","Every dowry harassment complaint serious, advising compromise may prove costly: Allahabad HC
The court noted that women facing dowry harassment are often advised by their families to ""compromise"", ""adjust"" or ""save the marriage"".
The Allahabad High Court on Monday observed that dowry harassment comp...",1.0,False
EVT_01933,"'Mujhe Sanghi banna hai': BJP MP Kangana Ranaut defends remarks, says wants to be an 'awakened Hindu'",2026-08-03,1,1,['hindustan_times'],"'Mujhe Sanghi banna hai': BJP MP Kangana Ranaut defends remarks, says wants to be an 'awakened Hindu'","'Mujhe Sanghi banna hai': BJP MP Kangana Ranaut defends remarks, says wants to be an 'awakened Hindu'
Ranaut stated that she used to be a ""moderate Hindu,"" and now she identifies as a ""defined and awakened Hindu"" by adopting the ideology of the BJP and RSS.
Actor-turned-politician Kangana Ranaut has...",1.0,False
EVT_01934,DMK MLA gets bail days after arrest for remarks against chief minister Vijay,2026-08-03,1,1,['hindustan_times'],DMK MLA gets bail days after arrest for remarks against chief minister Vijay,"DMK MLA gets bail days after arrest for remarks against chief minister Vijay
GV Markandayan was granted bail on the condition that he will file an affidavit undertaking that he will not make such remarks again
The Madras high court on Monday granted bail to Opposition Dravida Munnetra Kazhagam (DMK)...",1.0,False
EVT_01935,"SKM announces farmers' protests at 100 locations, including Delhi, from November 26",2026-08-03,1,1,['the_times_of_india'],"SKM announces farmers' protests at 100 locations, including Delhi, from November 26","SKM announces farmers' protests at 100 locations, including Delhi, from November 26
Vishwa Mohan / TNN / Updated: Aug 03, 2026, 21:31 IST
Comments
Share
AA
Text Size
Small
Medium
Large
November 26 also marks the sixth anniversary of the year-long farmersâ protest, which culminated in the repeal of t...",1.0,False
EVT_01936,This year’s July was the worst month for Tamil Nadu in the last 50 years in terms of realisation of the State’s share of the Cauvery water.,2026-08-03,1,1,['the_hindu'],This year’s July was the worst month for Tamil Nadu in the last 50 years in terms of realisation of the State’s share of the Cauvery water.,"This year’s July was the worst month for Tamil Nadu in the last 50 years in terms of realisation of the State’s share of the Cauvery water.
For the entire month, the realisation this time did not even cross the one thousand million cubic feet (tmcft)-mark. It was 0.698 tmcft against the stipulated 3...",1.0,False
EVT_01938,"Senior leaders of the Samyukt Kisan Morcha (SKM) on Monday (August 3, 2026) said that they will meet all MPs and Ministers to campaign against the free trade agreements signed with United Kingdom and European Union and the one in discussion with the ...",2026-08-03,1,1,['the_hindu'],"Senior leaders of the Samyukt Kisan Morcha (SKM) on Monday (August 3, 2026) said that they will meet all MPs and Ministers to campaign against the free trade agreements signed with United Kingdom and European Union and the one in discussion with the ...","Senior leaders of the Samyukt Kisan Morcha (SKM) on Monday (August 3, 2026) said that they will meet all MPs and Ministers to campaign against the free trade agreements signed with United Kingdom and European Union and the one in discussion with the United States.
Maintaining that such treaties are ...",1.0,False
EVT_01940,Delhi HC refuses bail to former MLA Naresh Balyan in MCOCA case,2026-08-03,1,1,['hindustan_times'],Delhi HC refuses bail to former MLA Naresh Balyan in MCOCA case,"Delhi HC refuses bail to former MLA Naresh Balyan in MCOCA case
On May 27, the trial court had refused to release Balyan on bail concluding that there were no reasonable grounds to rule out his involvement in the case
The Delhi high court on Monday denied bail to former Aam Aadmi Party (AAP) legisla...",1.0,False
EVT_01941,"As the deadline for the Special Intensive Revision (SIR) of electoral rolls approaches, Maharashtra has distributed over 93% of enumeration forms and digitised nearly 73% of them, according to data released by the Chief Electoral Officer (CEO) on Mon...",2026-08-03,1,1,['the_hindu'],"As the deadline for the Special Intensive Revision (SIR) of electoral rolls approaches, Maharashtra has distributed over 93% of enumeration forms and digitised nearly 73% of them, according to data released by the Chief Electoral Officer (CEO) on Mon...","As the deadline for the Special Intensive Revision (SIR) of electoral rolls approaches, Maharashtra has distributed over 93% of enumeration forms and digitised nearly 73% of them, according to data released by the Chief Electoral Officer (CEO) on Monday (August 3, 2026).
Wardha and Hingoli emerged a...",1.0,False
EVT_01942,Brij Bhushan's acquittal in sexual harassment case a 'slap in opponents' face': WFI chief,2026-08-03,1,1,['hindustan_times'],Brij Bhushan's acquittal in sexual harassment case a 'slap in opponents' face': WFI chief,"Brij Bhushan's acquittal in sexual harassment case a 'slap in opponents' face': WFI chief
The remarks came hours after a Delhi court acquitted Brij Bhushan and co-accused Vinod Tumar in the case filed by the women wrestlers.
Former Wrestling Federation of India (WFI) chief Brij Bhushan Sharan Singh’...",1.0,False
EVT_01943,"Delhi Police unearth online child adoption fraud, arrests two from UP",2026-08-03,1,1,['hindustan_times'],"Delhi Police unearth online child adoption fraud, arrests two from UP","Delhi Police unearth online child adoption fraud, arrests two from UP
New Delhi, The Delhi Police has busted a cyber fraud racket that allegedly duped people on the pretext of arranging child adoptions and arrested two men from Uttar Pradesh's Bareilly, an officer said on Monday.
The arrests were ma...",1.0,False
EVT_01944,Jantar Mantar no longer ideal location for protest site? SC hears PIL seeking alternative venue,2026-08-03,1,1,['the_times_of_india'],Jantar Mantar no longer ideal location for protest site? SC hears PIL seeking alternative venue,"Jantar Mantar no longer ideal location for protest site? SC hears PIL seeking alternative venue
Edited by: Priyanshi Rastogi / TIMESOFINDIA.COM / Updated: Aug 03, 2026, 13:52 IST
Comments
Share
AA
Text Size
Small
Medium
Large
SC hears plea on Jantar Mantar as the protest venue site
NEW DELHI: The Su...",1.0,False
EVT_01945,Enquiry into award of contracts: CBI claims non-cooperation from Arunachal Pradesh govt,2026-08-03,1,1,['hindustan_times'],Enquiry into award of contracts: CBI claims non-cooperation from Arunachal Pradesh govt,"Enquiry into award of contracts: CBI claims non-cooperation from Arunachal Pradesh govt
New Delhi, The CBI on Monday told the Supreme Court that there was ""non-cooperation"" from the Arunachal Pradesh government in providing records during its preliminary enquiry into the allegations of preferential ...",1.0,False
EVT_01946,From Jantar Mantar protest to Brij Bhushan's acquittal: Timeline of wrestlers' case against man who ruled federation,2026-08-03,1,1,['hindustan_times'],From Jantar Mantar protest to Brij Bhushan's acquittal: Timeline of wrestlers' case against man who ruled federation,"From Jantar Mantar protest to Brij Bhushan's acquittal: Timeline of wrestlers' case against man who ruled federation
After the verdict, Vinesh Phogat said the fight for justice was not over and that the wrestlers would not give up.
As the high-profile sexual harassment case against former Wrestling ...",1.0,False
EVT_01947,SC agrees to examine Madras HC order on Karthigai Deepam near dargah,2026-08-03,1,1,['hindustan_times'],SC agrees to examine Madras HC order on Karthigai Deepam near dargah,"SC agrees to examine Madras HC order on Karthigai Deepam near dargah
The bench also questioned the Tamil Nadu government over the delay in actively pursuing the appeal after filing it in June.
The Supreme Court on Monday agreed to examine the correctness of Madras high court orders permitting the li...",1.0,False
EVT_01948,"The 679th Foundation Day of Bahmani Empire was observed at the tomb of Alauddin Hasan Bahman Shah, the founder and first ruler of the Sultanate, in Kalaburagi city on Monday.",2026-08-03,1,1,['the_hindu'],"The 679th Foundation Day of Bahmani Empire was observed at the tomb of Alauddin Hasan Bahman Shah, the founder and first ruler of the Sultanate, in Kalaburagi city on Monday.","The 679th Foundation Day of Bahmani Empire was observed at the tomb of Alauddin Hasan Bahman Shah, the founder and first ruler of the Sultanate, in Kalaburagi city on Monday.
The event, organised by the Bahmani Foundation, brought together historians, artists, intellectuals and social activists, who...",1.0,False
EVT_01950,Courts can't ‘teach or preach’ citizens on what to say: Former SC judge Abhay S Oka,2026-08-03,1,1,['hindustan_times'],Courts can't ‘teach or preach’ citizens on what to say: Former SC judge Abhay S Oka,"Courts can't ‘teach or preach’ citizens on what to say: Former SC judge Abhay S Oka
Justice Oka said courts are not meant to decide what citizens should or should not say. Their responsibility is to safeguard fundamental rights.
It is not the function of courts to “preach or teach” citizens on what ...",1.0,False
EVT_01951,CJP to hold its first core committee meeting on Aug 5 to discuss future plans,2026-08-03,1,1,['hindustan_times'],CJP to hold its first core committee meeting on Aug 5 to discuss future plans,"CJP to hold its first core committee meeting on Aug 5 to discuss future plans
CJP led the 36-day-long student protest over the National Eligibility cum Entrance Test (NEET) paper leak and other alleged exam irregularities at Delhi’s Jantar Mantar
Cockroach Janta Party (CJP) will hold its first core ...",1.0,False
EVT_01952,A masked assailant dragged a 30-year-old teacher out of her class and stabbed her to death at a private school in Sikrauna in Haryana's Faridabad on Monday.,2026-08-03,1,1,['hindustan_times'],A masked assailant dragged a 30-year-old teacher out of her class and stabbed her to death at a private school in Sikrauna in Haryana's Faridabad on Monday.,"A masked assailant dragged a 30-year-old teacher out of her class and stabbed her to death at a private school in Sikrauna in Haryana's Faridabad on Monday.
Police said the teacher was stabbed in the neck and chest at least 18 to 20 times in quick succession, resulting in her death at the spot.
The ...",1.0,False
EVT_01953,"As many as 3,444 students in Malappuram received allotment in the Plus One higher secondary second supplementary allotment that was published on Monday (August 3, 2026). Across the State, 9,270 students have secured allotment.",2026-08-03,1,1,['the_hindu'],"As many as 3,444 students in Malappuram received allotment in the Plus One higher secondary second supplementary allotment that was published on Monday (August 3, 2026). Across the State, 9,270 students have secured allotment.","As many as 3,444 students in Malappuram received allotment in the Plus One higher secondary second supplementary allotment that was published on Monday (August 3, 2026). Across the State, 9,270 students have secured allotment.
In Malappuram where 5,532 applications were considered valid, including 8...",1.0,False
EVT_01954,Union Minister for Coal and Mines G. Kishan Reddy on Monday welcomed the successful allocation of the PKOC-2 (Prakasam Khani Opencast) Dipside Coal Block near Manuguru in Bhadradri Kothagudem district to the Singareni Collieries Company Limited (SCCL...,2026-08-03,1,1,['the_hindu'],Union Minister for Coal and Mines G. Kishan Reddy on Monday welcomed the successful allocation of the PKOC-2 (Prakasam Khani Opencast) Dipside Coal Block near Manuguru in Bhadradri Kothagudem district to the Singareni Collieries Company Limited (SCCL...,"Union Minister for Coal and Mines G. Kishan Reddy on Monday welcomed the successful allocation of the PKOC-2 (Prakasam Khani Opencast) Dipside Coal Block near Manuguru in Bhadradri Kothagudem district to the Singareni Collieries Company Limited (SCCL).
The auction process for the block was completed...",1.0,False
EVT_01955,'Not a single penny came from their pockets': UP CM Yogi Adityanath slams opposition on Ram temple donation case,2026-08-03,1,1,['hindustan_times'],'Not a single penny came from their pockets': UP CM Yogi Adityanath slams opposition on Ram temple donation case,"'Not a single penny came from their pockets': UP CM Yogi Adityanath slams opposition on Ram temple donation case
UP CM Yogi Adityanath alleged that those criticising the handling of donations for the Ram temple had earlier tried to stall the temple's construction.
Uttar Pradesh Chief Minister Yogi A...",1.0,False
EVT_01956,"A retired sub-inspector of the local intelligence unit (LIU) allegedly shot himself with his licensed single-barrel gun at his home in Uttar Pradesh's Unnao district and died while being taken to hospital, police said on Monday.",2026-08-03,1,1,['hindustan_times'],"A retired sub-inspector of the local intelligence unit (LIU) allegedly shot himself with his licensed single-barrel gun at his home in Uttar Pradesh's Unnao district and died while being taken to hospital, police said on Monday.","A retired sub-inspector of the local intelligence unit (LIU) allegedly shot himself with his licensed single-barrel gun at his home in Uttar Pradesh's Unnao district and died while being taken to hospital, police said on Monday.
The deceased was identified as Ramjeet (65), a native of Rautamai villa...",1.0,False
EVT_01958,India’s monsoon is getting weirder,2026-08-03,1,1,['hindustan_times'],India’s monsoon is getting weirder,"India’s monsoon is getting weirder
Expect more extreme weather
DEATH. AND taxes. And the south-west monsoon. Had Benjamin Franklin, the most peripatetic of America’s founding fathers, ever ventured east of Europe he might have added India’s rainy season to his famous dyad of life’s certainties. For ...",1.0,False
EVT_01959,"Watch 1965 Independence Day Speech: PM Shastri On Make In India, China Threat, Kashmir Situation",2026-08-03,1,1,['hindustan_times'],"Watch 1965 Independence Day Speech: PM Shastri On Make In India, China Threat, Kashmir Situation","Watch 1965 Independence Day Speech: PM Shastri On Make In India, China Threat, Kashmir Situation
In the latest edition of HT's special series revisiting iconic Independence Day speeches, take a look at what India's second PM said at the Red Fort in 1965.
As India prepares to celebrate Independence D...",1.0,False
EVT_01960,"The Gujarat government has ordered the withdrawal of all criminal cases registered against students, youth and other participants in protests over the alleged NEET-UG examination paper leak, directing the police not to pursue any legal or penal actio...",2026-08-04,1,1,['the_hindu'],"The Gujarat government has ordered the withdrawal of all criminal cases registered against students, youth and other participants in protests over the alleged NEET-UG examination paper leak, directing the police not to pursue any legal or penal actio...","The Gujarat government has ordered the withdrawal of all criminal cases registered against students, youth and other participants in protests over the alleged NEET-UG examination paper leak, directing the police not to pursue any legal or penal action against those who took part in the demonstration...",1.0,False
EVT_01963,"Karnataka expands cabinet, 20 netas take oath; DKS hits back on ministerial berth row",2026-08-03,1,1,['the_times_of_india'],"Karnataka expands cabinet, 20 netas take oath; DKS hits back on ministerial berth row","Karnataka expands cabinet, 20 netas take oath; DKS hits back on ministerial berth row
Edited by: Priyanshi Rastogi / TIMESOFINDIA.COM / Updated: Aug 03, 2026, 18:13 IST
Comments
Share
AA
Text Size
Small
Medium
Large
Karnataka cabinet expansion: 20 ministers inducted, DKS responds to MLAs left out
NE...",1.0,False
EVT_01964,Chhattisgarh CM announces DSP post for CWG silver medallist Gyaneshwari Yadav,2026-08-03,1,1,['hindustan_times'],Chhattisgarh CM announces DSP post for CWG silver medallist Gyaneshwari Yadav,"Chhattisgarh CM announces DSP post for CWG silver medallist Gyaneshwari Yadav
The 23-year-old athlete from Rajnandgaon district secured the silver medal in the women’s 53kg weightlifting event
Chhattisgarh chief minister Vishnu Deo Sai on Monday announced a cash reward of ₹30 lakh and an out-of-turn...",1.0,False
EVT_01966,"NEW DELHI: The Asia pacific Group on money laundering in its latest report on cybercrime hubs in Myanmar, Lao PDR and Cambodia has revealed that Indian nationals are among victims of several countries trafficked to these cyber hubs and kept as slaves...",2026-08-03,1,1,['the_times_of_india'],"NEW DELHI: The Asia pacific Group on money laundering in its latest report on cybercrime hubs in Myanmar, Lao PDR and Cambodia has revealed that Indian nationals are among victims of several countries trafficked to these cyber hubs and kept as slaves...","NEW DELHI: The Asia pacific Group on money laundering in its latest report on cybercrime hubs in Myanmar, Lao PDR and Cambodia has revealed that Indian nationals are among victims of several countries trafficked to these cyber hubs and kept as slaves, trained to operate various scams like investment...",1.0,False
EVT_01968,Did Narottam Mishra's ticket snub cost BJP the Datia bypoll?,2026-08-04,1,1,['hindustan_times'],Did Narottam Mishra's ticket snub cost BJP the Datia bypoll?,"Did Narottam Mishra's ticket snub cost BJP the Datia bypoll?
Narottam Mishra represented the Datia constituency for three terms after first winning it in 2008.
Bankipur was not the only electoral setback for the BJP on Monday. The party also lost the Datia Assembly bypoll in Madhya Pradesh, where Co...",1.0,False
EVT_01969,"The government has nominated Najeeb Kanthapuram and Mohammed Shiyas, MLAs from Perinthalmanna and Kochi respectively, to the Syndicate of Cochin University of Science and Technology (Cusat).",2026-08-03,1,1,['the_hindu'],"The government has nominated Najeeb Kanthapuram and Mohammed Shiyas, MLAs from Perinthalmanna and Kochi respectively, to the Syndicate of Cochin University of Science and Technology (Cusat).","The government has nominated Najeeb Kanthapuram and Mohammed Shiyas, MLAs from Perinthalmanna and Kochi respectively, to the Syndicate of Cochin University of Science and Technology (Cusat).
They were nominated under the legislators’ category. Seven other members from different sections have also be...",1.0,False
EVT_01970,"Sheikh Hasina’s event can hit positive momentum in ties, says top aide to Bangladesh PM",2026-08-03,1,1,['hindustan_times'],"Sheikh Hasina’s event can hit positive momentum in ties, says top aide to Bangladesh PM","Sheikh Hasina’s event can hit positive momentum in ties, says top aide to Bangladesh PM
Humaiun Kobir, adviser on foreign affairs to PM Tarique Rahman, conveyed the message to Dinesh Trivedi during a meeting at the Prime Minister’s Office in Dhaka
Bangladesh believes former prime minister Sheikh Has...",1.0,False
EVT_01971,"Sriram Venkitaraman, the IAS officer who is an accused in the death of journalist K.M. Basheer in a drunk-driving-related road accident in 2019, got exemptions that even P.T. Chacko, a Kerala Minister over six decades ago, did not get, Minister for H...",2026-08-03,1,1,['the_hindu'],"Sriram Venkitaraman, the IAS officer who is an accused in the death of journalist K.M. Basheer in a drunk-driving-related road accident in 2019, got exemptions that even P.T. Chacko, a Kerala Minister over six decades ago, did not get, Minister for H...","Sriram Venkitaraman, the IAS officer who is an accused in the death of journalist K.M. Basheer in a drunk-driving-related road accident in 2019, got exemptions that even P.T. Chacko, a Kerala Minister over six decades ago, did not get, Minister for Health K. Muraleedharan has said.
He was delivering...",1.0,False
EVT_01972,1978 Independence Day Speech: 'People Must Be Brave…' - PM Morarji Desai's Emergency-Linked Message,2026-08-03,1,1,['hindustan_times'],1978 Independence Day Speech: 'People Must Be Brave…' - PM Morarji Desai's Emergency-Linked Message,"1978 Independence Day Speech: 'People Must Be Brave…' - PM Morarji Desai's Emergency-Linked Message
In the latest episode of HT's special series, we travel back to 1978 to revisit Prime Minister Morarji Desai's last-ever Independence Day address from Red Fort.
As India prepares to celebrate Independ...",1.0,False
EVT_01974,'I support students': Santy Sharma launches 'Reservation Hatao – August Kranti' amid CJP row,2026-08-03,1,1,['hindustan_times'],'I support students': Santy Sharma launches 'Reservation Hatao – August Kranti' amid CJP row,"'I support students': Santy Sharma launches 'Reservation Hatao – August Kranti' amid CJP row
The campaign was unveiled at a press conference in Andheri West, Mumbai, amid ongoing attention over Sharma's social media posts and his remarks on reservation.
Rapper and singer Santy Sharma launched a publ...",1.0,False
EVT_01975,Congress workers detained while protesting E20 fuel outside Gadkari's residence: Watch,2026-08-03,1,1,['the_times_of_india'],Congress workers detained while protesting E20 fuel outside Gadkari's residence: Watch,"Congress workers detained while protesting E20 fuel outside Gadkari's residence: Watch
Edited by: Aadrita Halder / TIMESOFINDIA.COM / Aug 03, 2026, 14:48 IST
Comments
Share
AA
Text Size
Small
Medium
Large
Congress workers held during E20 fuel protest outside Gadkari's Nagpur residence
NEW DELHI: Pol...",1.0,False
EVT_01976,'Sub-standard': India bars sale of popular whisky and rum brands over flavouring,2026-08-03,1,1,['hindustan_times'],'Sub-standard': India bars sale of popular whisky and rum brands over flavouring,"'Sub-standard': India bars sale of popular whisky and rum brands over flavouring
The action affects brands made by United Spirits, Inbrew Beverages and Mohan Rocky Springwater after the regulator found the use of artificial flavouring.
India's food safety regulator has prohibited the sale of several...",1.0,False
